,p1_type1,p2_type1,winner,nbrContre,probWinParType
20004,Psychic,Water,1,1086.0,0.6160220994475138
20005,Normal,Ghost,0,484.0,0.493801652892562
20006,Bug,Grass,0,764.0,0.518324607329843
20007,Normal,Flying,1,61.0,0.2786885245901639
20008,Bug,Ice,1,295.0,0.488135593220339
20009,Psychic,Ghost,0,289.0,0.5501730103806228
20010,Water,Normal,0,1702.0,0.39424206815511165
20011,Rock,Bug,1,487.0,0.5420944558521561
20012,Bug,Grass,1,764.0,0.518324607329843
20013,Fairy,Ground,0,82.0,0.2926829268292683
20014,Water,Fire,0,931.0,0.41568206229860366
20015,Psychic,Bug,1,646.0,0.5758513931888545
20016,Psychic,Bug,0,646.0,0.5758513931888545
20017,Dragon,Rock,1,260.0,0.7461538461538462
20018,Bug,Water,1,1204.0,0.46096345514950166
20019,Grass,Dragon,0,313.0,0.30990415335463256
20020,Water,Ghost,0,500.0,0.532
20021,Rock,Grass,1,482.0,0.4315352697095436
20022,Normal,Fairy,0,247.0,0.757085020242915
20023,Normal,Dark,0,495.0,0.45252525252525255
20024,Water,Poison,1,518.0,0.5463320463320464
20025,Psychic,Normal,1,811.0,0.5474722564734895
20026,Steel,Water,0,497.0,0.3822937625754527
20027,Fighting,Water,0,472.0,0.4533898305084746
20028,Normal,Normal,0,708.0,1.0
20029,Fire,Bug,1,599.0,0.669449081803005
20030,Electric,Water,1,713.0,0.6984572230014026
20031,Water,Normal,0,1702.0,0.39424206815511165
20032,Dragon,Flying,0,22.0,0.18181818181818182
20033,Psychic,Bug,0,646.0,0.5758513931888545
20034,Bug,Grass,1,764.0,0.518324607329843
20035,Rock,Bug,0,487.0,0.5420944558521561
20036,Normal,Bug,0,1066.0,0.6135084427767354
20037,Dragon,Water,1,584.0,0.7157534246575342
20038,Ghost,Normal,0,484.0,0.506198347107438
20039,Grass,Ice,1,244.0,0.4180327868852459
20040,Dragon,Ghost,1,153.0,0.6862745098039216
20041,Fighting,Grass,0,270.0,0.562962962962963
20042,Psychic,Steel,1,279.0,0.5519713261648745
20043,Ghost,Psychic,1,289.0,0.44982698961937717
20044,Fire,Normal,1,861.0,0.5412311265969802
20045,Ground,Psychic,1,274.0,0.5036496350364964
20046,Fire,Bug,0,599.0,0.669449081803005
20047,Water,Grass,1,1208.0,0.5016556291390728
20048,Grass,Bug,1,764.0,0.4816753926701571
20049,Water,Rock,1,759.0,0.5902503293807642
20050,Normal,Fighting,0,443.0,0.5598194130925508
20051,Ghost,Steel,0,158.0,0.5506329113924051
20052,Ice,Rock,1,182.0,0.489010989010989
20053,Poison,Water,1,518.0,0.45366795366795365
20054,Water,Steel,0,497.0,0.6177062374245473
20055,Electric,Grass,0,459.0,0.6666666666666666
20056,Normal,Bug,1,1066.0,0.6135084427767354
20057,Normal,Dragon,0,479.0,0.42588726513569936
20058,Normal,Fire,0,861.0,0.45876887340301975
20059,Grass,Psychic,1,632.0,0.37341772151898733
20060,Ghost,Water,1,500.0,0.468
20061,Ghost,Rock,0,208.0,0.6153846153846154
20062,Fighting,Poison,1,133.0,0.5639097744360902
20063,Ghost,Bug,1,356.0,0.5449438202247191
20064,Normal,Water,0,1702.0,0.6057579318448884
20065,Fire,Steel,1,232.0,0.6853448275862069
20066,Rock,Water,0,759.0,0.40974967061923584
20067,Psychic,Grass,0,632.0,0.6265822784810127
20068,Fire,Fairy,1,142.0,0.7816901408450704
20069,Normal,Fire,1,861.0,0.45876887340301975
20070,Water,Rock,0,759.0,0.5902503293807642
20071,Bug,Ghost,1,356.0,0.4550561797752809
20072,Poison,Grass,1,301.0,0.5647840531561462
20073,Ghost,Fire,0,244.0,0.35655737704918034
20074,Normal,Ghost,0,484.0,0.493801652892562
20075,Water,Water,0,971.0,1.0
20076,Electric,Grass,1,459.0,0.6666666666666666
20077,Steel,Dark,0,153.0,0.32679738562091504
20078,Water,Ghost,1,500.0,0.532
20079,Electric,Fighting,1,179.0,0.6871508379888268
20080,Fire,Fighting,1,216.0,0.6481481481481481
20081,Normal,Bug,0,1066.0,0.6135084427767354
20082,Flying,Water,1,68.0,0.7647058823529411
20083,Rock,Psychic,0,445.0,0.3707865168539326
20084,Fairy,Psychic,1,138.0,0.26811594202898553
20085,Water,Psychic,0,1086.0,0.3839779005524862
20086,Electric,Psychic,1,422.0,0.566350710900474
20087,Bug,Normal,1,1066.0,0.38649155722326456
20088,Dark,Normal,0,495.0,0.5474747474747474
20089,Psychic,Bug,1,646.0,0.5758513931888545
20090,Rock,Electric,0,286.0,0.2867132867132867
20091,Fairy,Rock,0,140.0,0.40714285714285714
20092,Psychic,Dark,0,291.0,0.054982817869415807
20093,Normal,Dark,1,495.0,0.45252525252525255
20094,Grass,Flying,0,36.0,0.25
20095,Fighting,Ice,1,93.0,0.5913978494623656
20096,Bug,Normal,0,1066.0,0.38649155722326456
20097,Rock,Bug,1,487.0,0.5420944558521561
20098,Bug,Grass,0,764.0,0.518324607329843
20099,Water,Psychic,0,1086.0,0.3839779005524862
20100,Bug,Steel,1,289.0,0.47058823529411764
20101,Grass,Bug,1,764.0,0.4816753926701571
20102,Dark,Water,1,520.0,0.6442307692307693
20103,Fighting,Psychic,0,236.0,0.3686440677966102
20104,Water,Ghost,0,500.0,0.532
20105,Dragon,Normal,1,479.0,0.5741127348643006
20106,Steel,Bug,0,289.0,0.5294117647058824
20107,Normal,Normal,0,708.0,1.0
20108,Water,Water,0,971.0,1.0
20109,Dragon,Water,0,584.0,0.7157534246575342
20110,Electric,Water,1,713.0,0.6984572230014026
20111,Electric,Fighting,1,179.0,0.6871508379888268
20112,Normal,Grass,0,984.0,0.600609756097561
20113,Normal,Electric,0,676.0,0.3816568047337278
20114,Water,Ground,0,571.0,0.46935201401050786
20115,Fire,Dragon,1,252.0,0.43253968253968256
20116,Normal,Water,1,1702.0,0.6057579318448884
20117,Water,Normal,0,1702.0,0.39424206815511165
20118,Fire,Poison,0,225.0,0.6711111111111111
20119,Water,Grass,1,1208.0,0.5016556291390728
20120,Grass,Ghost,0,351.0,0.5071225071225072
20121,Bug,Ground,0,335.0,0.47761194029850745
20122,Grass,Fairy,1,203.0,0.7093596059113301
20123,Ice,Electric,1,163.0,0.2883435582822086
20124,Bug,Fire,0,599.0,0.330550918196995
20125,Electric,Grass,1,459.0,0.6666666666666666
20126,Ground,Water,0,571.0,0.5306479859894921
20127,Bug,Ghost,1,356.0,0.4550561797752809
20128,Ground,Fairy,1,82.0,0.7073170731707317
20129,Water,Bug,0,1204.0,0.5390365448504983
20130,Fairy,Bug,0,190.0,0.3894736842105263
20131,Dragon,Normal,0,479.0,0.5741127348643006
20132,Fire,Dark,0,249.0,0.4899598393574297
20133,Fairy,Rock,1,140.0,0.40714285714285714
20134,Bug,Water,1,1204.0,0.46096345514950166
20135,Fire,Steel,0,232.0,0.6853448275862069
20136,Ghost,Dragon,0,153.0,0.3137254901960784
20137,Normal,Grass,1,984.0,0.600609756097561
20138,Water,Normal,1,1702.0,0.39424206815511165
20139,Normal,Grass,1,984.0,0.600609756097561
20140,Dragon,Ground,1,137.0,0.6934306569343066
20141,Normal,Steel,0,422.0,0.5781990521327014
20142,Poison,Normal,0,432.0,0.3611111111111111
20143,Steel,Normal,1,422.0,0.4218009478672986
20144,Poison,Poison,0,74.0,1.0
20145,Bug,Ice,1,295.0,0.488135593220339
20146,Poison,Ghost,0,145.0,0.42758620689655175
20147,Water,Ground,1,571.0,0.46935201401050786
20148,Normal,Grass,0,984.0,0.600609756097561
20149,Rock,Psychic,1,445.0,0.3707865168539326
20150,Water,Psychic,1,1086.0,0.3839779005524862
20151,Psychic,Water,0,1086.0,0.6160220994475138
20152,Normal,Psychic,0,811.0,0.4525277435265105
20153,Ghost,Grass,0,351.0,0.4928774928774929
20154,Normal,Dragon,0,479.0,0.42588726513569936
20155,Normal,Ghost,0,484.0,0.493801652892562
20156,Water,Steel,1,497.0,0.6177062374245473
20157,Bug,Bug,0,386.0,1.0
20158,Psychic,Normal,0,811.0,0.5474722564734895
20159,Normal,Bug,1,1066.0,0.6135084427767354
20160,Grass,Grass,1,354.0,1.0
20161,Normal,Ground,0,472.0,0.510593220338983
20162,Water,Poison,1,518.0,0.5463320463320464
20163,Fire,Grass,1,547.0,0.7038391224862889
20164,Psychic,Steel,0,279.0,0.5519713261648745
20165,Steel,Normal,0,422.0,0.4218009478672986
20166,Dark,Dark,1,74.0,1.0
20167,Water,Steel,0,497.0,0.6177062374245473
20168,Psychic,Steel,1,279.0,0.5519713261648745
20169,Fire,Electric,0,327.0,0.40061162079510704
20170,Ghost,Rock,1,208.0,0.6153846153846154
20171,Poison,Electric,1,201.0,0.27860696517412936
20172,Poison,Water,1,518.0,0.45366795366795365
20173,Psychic,Grass,1,632.0,0.6265822784810127
20174,Grass,Water,1,1208.0,0.49834437086092714
20175,Ice,Psychic,1,224.0,0.375
20176,Fire,Rock,0,358.0,0.6033519553072626
20177,Grass,Fire,1,547.0,0.2961608775137112
20178,Water,Water,1,971.0,1.0
20179,Ghost,Grass,1,351.0,0.4928774928774929
20180,Ice,Psychic,0,224.0,0.375
20181,Electric,Psychic,1,422.0,0.566350710900474
20182,Grass,Fairy,1,203.0,0.7093596059113301
20183,Grass,Fairy,1,203.0,0.7093596059113301
20184,Steel,Grass,1,274.0,0.49635036496350365
20185,Steel,Fire,0,232.0,0.3146551724137931
20186,Bug,Fire,1,599.0,0.330550918196995
20187,Bug,Water,0,1204.0,0.46096345514950166
20188,Water,Dark,0,520.0,0.3557692307692308
20189,Grass,Psychic,0,632.0,0.37341772151898733
20190,Poison,Poison,0,74.0,1.0
20191,Normal,Ice,1,365.0,0.6054794520547945
20192,Water,Rock,0,759.0,0.5902503293807642
20193,Fairy,Fire,0,142.0,0.21830985915492956
20194,Fire,Bug,0,599.0,0.669449081803005
20195,Grass,Ground,1,318.0,0.49056603773584906
20196,Fire,Steel,1,232.0,0.6853448275862069
20197,Normal,Fire,1,861.0,0.45876887340301975
20198,Rock,Electric,0,286.0,0.2867132867132867
20199,Ground,Rock,1,229.0,0.6419213973799127
20200,Water,Bug,0,1204.0,0.5390365448504983
20201,Bug,Electric,0,473.0,0.266384778012685
20202,Water,Fighting,1,472.0,0.5466101694915254
20203,Rock,Dark,0,246.0,0.26422764227642276
20204,Normal,Bug,1,1066.0,0.6135084427767354
20205,Ground,Rock,1,229.0,0.6419213973799127
20206,Electric,Normal,0,676.0,0.6183431952662722
20207,Dragon,Rock,1,260.0,0.7461538461538462
20208,Fire,Fire,1,215.0,1.0
20209,Fire,Bug,1,599.0,0.669449081803005
20210,Dragon,Fighting,1,123.0,0.6747967479674797
20211,Grass,Bug,0,764.0,0.4816753926701571
20212,Electric,Dragon,0,178.0,0.4550561797752809
20213,Electric,Ground,0,218.0,0.0963302752293578
20214,Fire,Ghost,1,244.0,0.6434426229508197
20215,Electric,Bug,1,473.0,0.733615221987315
20216,Grass,Fairy,1,203.0,0.7093596059113301
20217,Rock,Normal,1,682.0,0.3944281524926686
20218,Poison,Rock,0,194.0,0.6082474226804123
20219,Grass,Steel,0,274.0,0.5036496350364964
20220,Bug,Fire,0,599.0,0.330550918196995
20221,Ice,Psychic,0,224.0,0.375
20222,Grass,Grass,1,354.0,1.0
20223,Electric,Water,0,713.0,0.6984572230014026
20224,Fighting,Normal,1,443.0,0.4401805869074492
20225,Dragon,Electric,1,178.0,0.5449438202247191
20226,Fire,Normal,1,861.0,0.5412311265969802
20227,Normal,Rock,0,682.0,0.6055718475073314
20228,Ghost,Bug,1,356.0,0.5449438202247191
20229,Normal,Normal,0,708.0,1.0
20230,Water,Ghost,0,500.0,0.532
20231,Normal,Ice,1,365.0,0.6054794520547945
20232,Rock,Normal,0,682.0,0.3944281524926686
20233,Psychic,Grass,1,632.0,0.6265822784810127
20234,Water,Water,1,971.0,1.0
20235,Bug,Bug,0,386.0,1.0
20236,Water,Psychic,0,1086.0,0.3839779005524862
20237,Ghost,Grass,1,351.0,0.4928774928774929
20238,Grass,Ghost,1,351.0,0.5071225071225072
20239,Psychic,Water,0,1086.0,0.6160220994475138
20240,Fighting,Ice,1,93.0,0.5913978494623656
20241,Water,Ground,1,571.0,0.46935201401050786
20242,Water,Water,1,971.0,1.0
20243,Psychic,Normal,0,811.0,0.5474722564734895
20244,Bug,Fire,0,599.0,0.330550918196995
20245,Normal,Electric,0,676.0,0.3816568047337278
20246,Dark,Fairy,1,83.0,0.7951807228915663
20247,Normal,Psychic,0,811.0,0.4525277435265105
20248,Grass,Ghost,1,351.0,0.5071225071225072
20249,Bug,Normal,0,1066.0,0.38649155722326456
20250,Fairy,Water,0,321.0,0.3115264797507788
20251,Fire,Water,1,931.0,0.5843179377013964
20252,Dark,Fire,1,249.0,0.5100401606425703
20253,Water,Grass,1,1208.0,0.5016556291390728
20254,Ice,Water,0,445.0,0.47191011235955055
20255,Fighting,Dragon,0,123.0,0.3252032520325203
20256,Normal,Poison,1,432.0,0.6388888888888888
20257,Poison,Ghost,0,145.0,0.42758620689655175
20258,Bug,Bug,1,386.0,1.0
20259,Bug,Ghost,0,356.0,0.4550561797752809
20260,Steel,Normal,0,422.0,0.4218009478672986
20261,Water,Ice,0,445.0,0.5280898876404494
20262,Psychic,Ice,1,224.0,0.625
20263,Water,Dragon,0,584.0,0.2842465753424658
20264,Water,Water,0,971.0,1.0
20265,Water,Fire,0,931.0,0.41568206229860366
20266,Fire,Ground,1,266.0,0.518796992481203
20267,Water,Normal,0,1702.0,0.39424206815511165
20268,Steel,Poison,1,120.0,0.7583333333333333
20269,Dragon,Poison,1,173.0,0.6878612716763006
20270,Ground,Electric,1,218.0,0.9036697247706422
20271,Normal,Fire,1,861.0,0.45876887340301975
20272,Poison,Dragon,0,173.0,0.31213872832369943
20273,Ground,Ground,1,72.0,1.0
20274,Ground,Water,1,571.0,0.5306479859894921
20275,Water,Grass,0,1208.0,0.5016556291390728
20276,Fire,Normal,1,861.0,0.5412311265969802
20277,Bug,Water,0,1204.0,0.46096345514950166
20278,Ground,Ice,1,122.0,0.48360655737704916
20279,Fighting,Ghost,0,131.0,0.13740458015267176
20280,Psychic,Bug,0,646.0,0.5758513931888545
20281,Bug,Normal,0,1066.0,0.38649155722326456
20282,Psychic,Water,1,1086.0,0.6160220994475138
20283,Electric,Water,1,713.0,0.6984572230014026
20284,Ground,Water,1,571.0,0.5306479859894921
20285,Ground,Fire,0,266.0,0.48120300751879697
20286,Psychic,Ice,0,224.0,0.625
20287,Bug,Psychic,0,646.0,0.4241486068111455
20288,Steel,Water,1,497.0,0.3822937625754527
20289,Grass,Electric,0,459.0,0.3333333333333333
20290,Steel,Ice,0,119.0,0.5294117647058824
20291,Psychic,Fire,0,448.0,0.5200892857142857
20292,Fire,Ice,0,196.0,0.6836734693877551
20293,Dark,Ghost,1,142.0,0.6690140845070423
20294,Grass,Rock,0,482.0,0.5684647302904564
20295,Dragon,Normal,0,479.0,0.5741127348643006
20296,Grass,Water,0,1208.0,0.49834437086092714
20297,Poison,Dark,0,125.0,0.336
20298,Psychic,Water,1,1086.0,0.6160220994475138
20299,Fire,Electric,0,327.0,0.40061162079510704
20300,Ice,Fairy,1,60.0,0.6
20301,Grass,Poison,1,301.0,0.43521594684385384
20302,Fairy,Normal,0,247.0,0.242914979757085
20303,Rock,Dragon,0,260.0,0.25384615384615383
20304,Grass,Psychic,0,632.0,0.37341772151898733
20305,Water,Normal,1,1702.0,0.39424206815511165
20306,Steel,Poison,0,120.0,0.7583333333333333
20307,Rock,Rock,0,157.0,1.0
20308,Normal,Normal,1,708.0,1.0
20309,Psychic,Psychic,1,259.0,1.0
20310,Water,Electric,0,713.0,0.3015427769985975
20311,Ghost,Normal,0,484.0,0.506198347107438
20312,Dragon,Water,1,584.0,0.7157534246575342
20313,Bug,Normal,0,1066.0,0.38649155722326456
20314,Electric,Rock,1,286.0,0.7132867132867133
20315,Normal,Dark,1,495.0,0.45252525252525255
20316,Dark,Normal,0,495.0,0.5474747474747474
20317,Water,Bug,1,1204.0,0.5390365448504983
20318,Dragon,Grass,1,313.0,0.6900958466453674
20319,Dragon,Water,1,584.0,0.7157534246575342
20320,Psychic,Grass,0,632.0,0.6265822784810127
20321,Ground,Water,1,571.0,0.5306479859894921
20322,Fire,Water,1,931.0,0.5843179377013964
20323,Poison,Psychic,1,270.0,0.3888888888888889
20324,Fire,Water,0,931.0,0.5843179377013964
20325,Psychic,Fire,0,448.0,0.5200892857142857
20326,Psychic,Rock,0,445.0,0.6292134831460674
20327,Electric,Ghost,1,214.0,0.7616822429906542
20328,Fire,Normal,1,861.0,0.5412311265969802
20329,Ghost,Fairy,0,62.0,0.5483870967741935
20330,Ground,Water,0,571.0,0.5306479859894921
20331,Poison,Psychic,0,270.0,0.3888888888888889
20332,Steel,Ground,0,122.0,0.3770491803278688
20333,Electric,Ground,0,218.0,0.0963302752293578
20334,Grass,Rock,0,482.0,0.5684647302904564
20335,Fire,Normal,0,861.0,0.5412311265969802
20336,Grass,Rock,1,482.0,0.5684647302904564
20337,Ghost,Fighting,0,131.0,0.8625954198473282
20338,Ghost,Dragon,1,153.0,0.3137254901960784
20339,Psychic,Water,1,1086.0,0.6160220994475138
20340,Ghost,Fire,1,244.0,0.35655737704918034
20341,Rock,Water,0,759.0,0.40974967061923584
20342,Normal,Ice,1,365.0,0.6054794520547945
20343,Fairy,Grass,0,203.0,0.29064039408866993
20344,Dragon,Poison,0,173.0,0.6878612716763006
20345,Normal,Psychic,0,811.0,0.4525277435265105
20346,Bug,Fairy,1,190.0,0.6105263157894737
20347,Bug,Psychic,0,646.0,0.4241486068111455
20348,Water,Poison,1,518.0,0.5463320463320464
20349,Bug,Fire,0,599.0,0.330550918196995
20350,Water,Dragon,0,584.0,0.2842465753424658
20351,Water,Psychic,1,1086.0,0.3839779005524862
20352,Grass,Ice,0,244.0,0.4180327868852459
20353,Fire,Water,0,931.0,0.5843179377013964
20354,Dragon,Fire,1,252.0,0.5674603174603174
20355,Grass,Electric,1,459.0,0.3333333333333333
20356,Fire,Fire,1,215.0,1.0
20357,Ground,Water,0,571.0,0.5306479859894921
20358,Normal,Dark,1,495.0,0.45252525252525255
20359,Ghost,Ice,1,123.0,0.5040650406504065
20360,Bug,Grass,0,764.0,0.518324607329843
20361,Ghost,Bug,1,356.0,0.5449438202247191
20362,Fire,Fire,1,215.0,1.0
20363,Psychic,Poison,1,270.0,0.6111111111111112
20364,Electric,Rock,1,286.0,0.7132867132867133
20365,Dark,Dark,0,74.0,1.0
20366,Grass,Rock,1,482.0,0.5684647302904564
20367,Fighting,Psychic,0,236.0,0.3686440677966102
20368,Water,Water,1,971.0,1.0
20369,Water,Water,0,971.0,1.0
20370,Normal,Normal,1,708.0,1.0
20371,Ice,Dark,0,119.0,0.31932773109243695
20372,Grass,Fighting,0,270.0,0.43703703703703706
20373,Ghost,Psychic,0,289.0,0.44982698961937717
20374,Fire,Bug,1,599.0,0.669449081803005
20375,Ghost,Fighting,1,131.0,0.8625954198473282
20376,Psychic,Bug,1,646.0,0.5758513931888545
20377,Grass,Rock,0,482.0,0.5684647302904564
20378,Grass,Water,0,1208.0,0.49834437086092714
20379,Grass,Fighting,0,270.0,0.43703703703703706
20380,Water,Water,0,971.0,1.0
20381,Dark,Rock,1,246.0,0.7357723577235772
20382,Electric,Normal,1,676.0,0.6183431952662722
20383,Grass,Steel,0,274.0,0.5036496350364964
20384,Psychic,Electric,1,422.0,0.43364928909952605
20385,Dark,Rock,1,246.0,0.7357723577235772
20386,Normal,Psychic,0,811.0,0.4525277435265105
20387,Fire,Bug,0,599.0,0.669449081803005
20388,Poison,Bug,0,324.0,0.5339506172839507
20389,Fairy,Dragon,0,84.0,0.8928571428571429
20390,Grass,Psychic,0,632.0,0.37341772151898733
20391,Psychic,Psychic,0,259.0,1.0
20392,Steel,Dark,0,153.0,0.32679738562091504
20393,Grass,Bug,0,764.0,0.4816753926701571
20394,Grass,Grass,0,354.0,1.0
20395,Rock,Dragon,0,260.0,0.25384615384615383
20396,Water,Psychic,0,1086.0,0.3839779005524862
20397,Normal,Water,0,1702.0,0.6057579318448884
20398,Normal,Poison,0,432.0,0.6388888888888888
20399,Dark,Dragon,0,149.0,0.5167785234899329
20400,Water,Poison,1,518.0,0.5463320463320464
20401,Ground,Fairy,1,82.0,0.7073170731707317
20402,Rock,Bug,0,487.0,0.5420944558521561
20403,Bug,Ice,0,295.0,0.488135593220339
20404,Rock,Fire,1,358.0,0.39664804469273746
20405,Water,Fighting,0,472.0,0.5466101694915254
20406,Grass,Grass,0,354.0,1.0
20407,Steel,Normal,1,422.0,0.4218009478672986
20408,Bug,Grass,0,764.0,0.518324607329843
20409,Fire,Fairy,1,142.0,0.7816901408450704
20410,Fairy,Fire,0,142.0,0.21830985915492956
20411,Dragon,Dragon,0,75.0,1.0
20412,Normal,Normal,1,708.0,1.0
20413,Normal,Psychic,1,811.0,0.4525277435265105
20414,Grass,Water,0,1208.0,0.49834437086092714
20415,Ground,Psychic,1,274.0,0.5036496350364964
20416,Rock,Steel,0,179.0,0.48044692737430167
20417,Fire,Normal,0,861.0,0.5412311265969802
20418,Steel,Water,0,497.0,0.3822937625754527
20419,Rock,Water,0,759.0,0.40974967061923584
20420,Bug,Psychic,0,646.0,0.4241486068111455
20421,Ghost,Electric,0,214.0,0.2383177570093458
20422,Dragon,Psychic,1,276.0,0.5362318840579711
20423,Grass,Electric,1,459.0,0.3333333333333333
20424,Electric,Ice,1,163.0,0.7116564417177914
20425,Steel,Ghost,1,158.0,0.44936708860759494
20426,Water,Poison,1,518.0,0.5463320463320464
20427,Water,Bug,1,1204.0,0.5390365448504983
20428,Psychic,Psychic,0,259.0,1.0
20429,Poison,Steel,0,120.0,0.24166666666666667
20430,Dark,Bug,0,309.0,0.6375404530744336
20431,Normal,Ground,1,472.0,0.510593220338983
20432,Bug,Water,0,1204.0,0.46096345514950166
20433,Fighting,Rock,1,194.0,0.6804123711340206
20434,Psychic,Fire,1,448.0,0.5200892857142857
20435,Normal,Ice,1,365.0,0.6054794520547945
20436,Ground,Fairy,0,82.0,0.7073170731707317
20437,Grass,Poison,0,301.0,0.43521594684385384
20438,Water,Fairy,1,321.0,0.6884735202492211
20439,Grass,Dragon,0,313.0,0.30990415335463256
20440,Grass,Grass,1,354.0,1.0
20441,Water,Normal,0,1702.0,0.39424206815511165
20442,Rock,Ground,0,229.0,0.35807860262008734
20443,Bug,Water,0,1204.0,0.46096345514950166
20444,Dark,Grass,1,332.0,0.7228915662650602
20445,Fighting,Normal,1,443.0,0.4401805869074492
20446,Dark,Fire,1,249.0,0.5100401606425703
20447,Normal,Dragon,0,479.0,0.42588726513569936
20448,Normal,Fairy,1,247.0,0.757085020242915
20449,Dark,Dark,0,74.0,1.0
20450,Electric,Grass,1,459.0,0.6666666666666666
20451,Fighting,Bug,1,271.0,0.5719557195571956
20452,Normal,Normal,1,708.0,1.0
20453,Water,Water,0,971.0,1.0
20454,Psychic,Ghost,1,289.0,0.5501730103806228
20455,Fire,Electric,0,327.0,0.40061162079510704
20456,Ice,Steel,0,119.0,0.47058823529411764
20457,Rock,Ground,1,229.0,0.35807860262008734
20458,Dark,Normal,0,495.0,0.5474747474747474
20459,Ground,Water,0,571.0,0.5306479859894921
20460,Normal,Normal,0,708.0,1.0
20461,Ground,Electric,1,218.0,0.9036697247706422
20462,Grass,Dragon,1,313.0,0.30990415335463256
20463,Psychic,Grass,1,632.0,0.6265822784810127
20464,Rock,Psychic,0,445.0,0.3707865168539326
20465,Fire,Water,1,931.0,0.5843179377013964
20466,Water,Grass,1,1208.0,0.5016556291390728
20467,Grass,Fighting,0,270.0,0.43703703703703706
20468,Normal,Fighting,0,443.0,0.5598194130925508
20469,Psychic,Steel,0,279.0,0.5519713261648745
20470,Dragon,Psychic,1,276.0,0.5362318840579711
20471,Ground,Ghost,1,159.0,0.5345911949685535
20472,Bug,Bug,1,386.0,1.0
20473,Fire,Bug,1,599.0,0.669449081803005
20474,Water,Rock,1,759.0,0.5902503293807642
20475,Water,Rock,1,759.0,0.5902503293807642
20476,Water,Normal,1,1702.0,0.39424206815511165
20477,Fire,Grass,1,547.0,0.7038391224862889
20478,Normal,Ground,0,472.0,0.510593220338983
20479,Steel,Dragon,0,141.0,0.20567375886524822
20480,Water,Fighting,0,472.0,0.5466101694915254
20481,Psychic,Fighting,1,236.0,0.6313559322033898
20482,Poison,Grass,1,301.0,0.5647840531561462
20483,Fire,Ice,1,196.0,0.6836734693877551
20484,Water,Electric,0,713.0,0.3015427769985975
20485,Fighting,Rock,0,194.0,0.6804123711340206
20486,Ground,Dragon,1,137.0,0.30656934306569344
20487,Bug,Bug,0,386.0,1.0
20488,Normal,Fire,1,861.0,0.45876887340301975
20489,Fighting,Psychic,1,236.0,0.3686440677966102
20490,Electric,Bug,1,473.0,0.733615221987315
20491,Normal,Ground,1,472.0,0.510593220338983
20492,Ground,Electric,1,218.0,0.9036697247706422
20493,Poison,Ground,0,149.0,0.3825503355704698
20494,Water,Water,1,971.0,1.0
20495,Bug,Grass,0,764.0,0.518324607329843
20496,Bug,Steel,1,289.0,0.47058823529411764
20497,Psychic,Psychic,0,259.0,1.0
20498,Water,Fairy,1,321.0,0.6884735202492211
20499,Normal,Water,0,1702.0,0.6057579318448884
20500,Fighting,Normal,1,443.0,0.4401805869074492
20501,Bug,Fairy,0,190.0,0.6105263157894737
20502,Water,Steel,0,497.0,0.6177062374245473
20503,Electric,Water,0,713.0,0.6984572230014026
20504,Grass,Fire,0,547.0,0.2961608775137112
20505,Water,Grass,1,1208.0,0.5016556291390728
20506,Rock,Normal,1,682.0,0.3944281524926686
20507,Fire,Water,1,931.0,0.5843179377013964
20508,Electric,Grass,0,459.0,0.6666666666666666
20509,Bug,Fighting,0,271.0,0.4280442804428044
20510,Rock,Dark,0,246.0,0.26422764227642276
20511,Bug,Normal,0,1066.0,0.38649155722326456
20512,Water,Fire,1,931.0,0.41568206229860366
20513,Bug,Ghost,0,356.0,0.4550561797752809
20514,Water,Water,1,971.0,1.0
20515,Rock,Ice,0,182.0,0.510989010989011
20516,Normal,Rock,1,682.0,0.6055718475073314
20517,Electric,Normal,0,676.0,0.6183431952662722
20518,Grass,Electric,1,459.0,0.3333333333333333
20519,Bug,Psychic,1,646.0,0.4241486068111455
20520,Rock,Normal,1,682.0,0.3944281524926686
20521,Ground,Ground,0,72.0,1.0
20522,Psychic,Normal,0,811.0,0.5474722564734895
20523,Bug,Grass,1,764.0,0.518324607329843
20524,Fairy,Normal,0,247.0,0.242914979757085
20525,Normal,Ghost,0,484.0,0.493801652892562
20526,Grass,Water,1,1208.0,0.49834437086092714
20527,Normal,Bug,0,1066.0,0.6135084427767354
20528,Fairy,Normal,0,247.0,0.242914979757085
20529,Water,Ground,0,571.0,0.46935201401050786
20530,Psychic,Rock,1,445.0,0.6292134831460674
20531,Fighting,Normal,0,443.0,0.4401805869074492
20532,Water,Psychic,0,1086.0,0.3839779005524862
20533,Electric,Psychic,1,422.0,0.566350710900474
20534,Poison,Poison,0,74.0,1.0
20535,Psychic,Bug,0,646.0,0.5758513931888545
20536,Steel,Water,0,497.0,0.3822937625754527
20537,Water,Water,0,971.0,1.0
20538,Ground,Dragon,0,137.0,0.30656934306569344
20539,Grass,Normal,0,984.0,0.39939024390243905
20540,Grass,Normal,0,984.0,0.39939024390243905
20541,Normal,Water,0,1702.0,0.6057579318448884
20542,Water,Fire,1,931.0,0.41568206229860366
20543,Rock,Ghost,0,208.0,0.38461538461538464
20544,Water,Psychic,0,1086.0,0.3839779005524862
20545,Poison,Dark,1,125.0,0.336
20546,Water,Ground,1,571.0,0.46935201401050786
20547,Poison,Rock,1,194.0,0.6082474226804123
20548,Fighting,Grass,0,270.0,0.562962962962963
