,dif_hp,dif_atk,dif_def,dif_spatk,dif_spdef,dif_sp,winner,nbrContre,probWinParType
28306,10,-25,-110,20,-80,-20,0,646.0,0.4241486068111455
28307,18,83,32,-20,5,17,1,252.0,0.5674603174603174
28308,-40,-25,20,-25,50,25,1,62.0,0.6612903225806451
28309,-41,-65,-25,-60,-104,0,0,931.0,0.4156820622986037
28310,-5,65,-100,-70,10,125,1,599.0,0.330550918196995
28311,15,-5,45,-45,40,-5,0,1702.0,0.3942420681551117
28312,5,-13,-14,-5,0,14,1,764.0,0.518324607329843
28313,-10,-30,-5,5,-5,-40,0,484.0,0.506198347107438
28314,-20,-50,-10,-5,-25,-45,0,194.0,0.6082474226804123
28315,-17,-20,-40,-50,-60,-35,0,518.0,0.4536679536679537
28316,0,-5,-62,-5,-27,-21,0,459.0,0.3333333333333333
28317,20,-15,-40,100,40,15,1,335.0,0.4776119402985074
28318,65,58,40,-8,40,15,1,1702.0,0.6057579318448884
28319,-5,30,55,-36,-26,30,1,708.0,1.0
28320,15,5,15,-20,-10,80,1,1066.0,0.6135084427767354
28321,31,77,-78,25,-48,78,1,157.0,1.0
28322,-25,20,-15,20,-15,-34,0,1208.0,0.4983443708609272
28323,46,10,-21,51,-16,35,1,244.0,0.5819672131147541
28324,15,20,-20,40,0,73,1,211.0,0.7109004739336493
28325,4,-10,-7,-70,-35,-12,0,861.0,0.4587688734030198
28326,-12,-7,-12,-6,-8,37,1,443.0,0.5598194130925508
28327,60,-15,51,15,61,8,1,811.0,0.5474722564734895
28328,-11,-2,25,10,24,-32,0,1702.0,0.3942420681551117
28329,20,51,25,30,25,38,1,764.0,0.4816753926701571
28330,10,-25,15,-15,-15,-15,0,386.0,1.0
28331,65,5,25,-20,85,0,0,1086.0,0.6160220994475138
28332,-28,38,-23,38,-23,51,1,984.0,0.3993902439024391
28333,30,3,43,13,43,-5,0,301.0,0.5647840531561462
28334,-15,-15,-45,-10,-45,-10,0,74.0,1.0
28335,-25,-60,-30,-15,5,-60,0,571.0,0.4693520140105079
28336,0,-50,-85,50,28,37,0,119.0,0.4705882352941176
28337,10,-25,16,-25,11,0,0,713.0,0.3015427769985975
28338,41,47,28,-13,24,-47,0,445.0,0.4719101123595506
28339,13,36,-50,-44,-25,25,1,201.0,0.27860696517412936
28340,-56,4,7,-40,-35,18,1,482.0,0.4315352697095436
28341,-7,-40,25,10,35,-30,0,145.0,0.5724137931034483
28342,50,70,13,-1,12,36,1,1702.0,0.6057579318448884
28343,5,15,-7,25,35,-13,0,448.0,0.5200892857142857
28344,-5,0,0,-45,-15,10,1,764.0,0.4816753926701571
28345,0,5,7,0,22,15,1,473.0,0.266384778012685
28346,-30,-15,-40,5,-40,-65,0,318.0,0.490566037735849
28347,25,32,25,92,-15,48,1,811.0,0.4525277435265105
28348,-31,5,7,-17,-2,-27,0,764.0,0.518324607329843
28349,40,46,14,-20,5,45,1,811.0,0.4525277435265105
28350,-3,-35,-15,-45,30,-41,0,811.0,0.5474722564734895
28351,5,0,-2,20,8,22,1,811.0,0.5474722564734895
28352,-28,60,-61,89,35,-15,0,276.0,0.463768115942029
28353,-65,-72,-23,15,-10,7,0,218.0,0.0963302752293578
28354,16,31,33,-2,-7,-27,0,764.0,0.4816753926701571
28355,-5,-80,0,-80,0,-15,0,313.0,0.30990415335463256
28356,-12,2,8,-23,2,-3,0,270.0,0.3888888888888889
28357,-5,53,-10,13,20,54,1,318.0,0.5094339622641509
28358,14,36,40,4,5,16,1,500.0,0.46799999999999997
28359,21,112,7,-46,37,75,1,473.0,0.266384778012685
28360,45,40,0,-40,-30,-15,0,75.0,1.0
28361,-25,5,-20,45,-15,40,1,259.0,1.0
28362,5,25,14,-60,19,-25,0,145.0,0.42758620689655175
28363,6,-10,40,-33,-23,-45,0,208.0,0.38461538461538464
28364,-8,-7,-6,13,-6,23,1,249.0,0.4899598393574297
28365,0,5,-25,-45,-25,0,0,931.0,0.5843179377013964
28366,-5,-8,-70,0,-70,16,1,148.0,0.3918918918918919
28367,-25,-9,-33,5,-15,32,1,358.0,0.6033519553072626
28368,35,0,15,-39,1,-25,0,365.0,0.6054794520547945
28369,28,39,-29,54,8,14,1,327.0,0.40061162079510704
28370,-1,-101,6,-101,11,-84,0,1086.0,0.3839779005524862
28371,65,-5,70,35,90,5,1,811.0,0.5474722564734895
28372,-6,75,-15,-42,-7,-50,0,142.0,0.3309859154929577
28373,-23,-25,70,0,20,-35,0,289.0,0.4498269896193772
28374,0,-12,7,0,0,80,1,459.0,0.6666666666666666
28375,-55,-51,-31,5,5,-5,0,244.0,0.4180327868852459
28376,4,-67,16,-32,21,49,1,632.0,0.6265822784810127
28377,-25,-16,-10,-56,-37,-60,0,931.0,0.4156820622986037
28378,-60,-28,-33,-26,-31,4,1,971.0,1.0
28379,-14,-55,-30,32,-18,46,1,247.0,0.757085020242915
28380,-31,36,-41,-42,-11,-25,0,487.0,0.5420944558521561
28381,-23,25,54,-5,-16,-65,0,682.0,0.3944281524926686
28382,-10,-35,30,-40,-30,-120,0,157.0,1.0
28383,45,40,45,-40,10,-25,1,103.0,0.4951456310679612
28384,-70,30,50,10,50,40,1,472.0,0.4533898305084746
28385,-2,21,-43,31,-43,49,1,279.0,0.5519713261648745
28386,5,5,20,15,20,-55,1,1208.0,0.4983443708609272
28387,0,-20,10,-21,-17,-47,0,931.0,0.4156820622986037
28388,25,0,40,54,44,-30,0,708.0,1.0
28389,-10,88,0,88,-10,110,1,632.0,0.6265822784810127
28390,44,50,85,8,38,-12,0,142.0,0.3309859154929577
28391,-45,-10,-50,-5,-15,15,1,487.0,0.5420944558521561
28392,-4,1,3,-44,-39,-30,0,1086.0,0.3839779005524862
28393,8,85,5,25,55,45,1,632.0,0.6265822784810127
28394,-60,-50,-80,-15,-35,-25,0,1208.0,0.4983443708609272
28395,-36,-130,-20,-174,-70,-100,0,1086.0,0.3839779005524862
28396,-20,-40,-77,57,-20,11,1,83.0,1.0
28397,15,-5,65,45,30,-30,0,244.0,0.5819672131147541
28398,10,0,50,-50,-10,-30,0,266.0,0.481203007518797
28399,-18,-25,1,-15,1,-50,0,1066.0,0.38649155722326456
28400,15,30,0,-10,0,30,1,495.0,0.4525252525252526
28401,20,50,-60,-15,10,55,1,1208.0,0.5016556291390728
28402,-10,-5,-20,30,45,80,1,194.0,0.6804123711340206
28403,-15,-40,-55,0,-5,-45,0,289.0,0.4705882352941176
28404,-20,-45,-15,-10,-5,-25,0,289.0,0.5294117647058824
28405,-19,-38,-36,-86,-61,12,1,1702.0,0.6057579318448884
28406,20,25,25,63,45,30,1,547.0,0.2961608775137112
28407,-10,10,-10,-25,-45,-31,0,713.0,0.3015427769985975
28408,-4,-3,-15,15,0,-13,0,584.0,0.7157534246575342
28409,-10,-20,-40,-40,-5,-20,0,984.0,0.6006097560975611
28410,30,43,50,-10,30,27,1,309.0,0.3624595469255664
28411,-10,-4,-35,-43,-75,7,1,1066.0,0.6135084427767354
28412,25,35,50,-5,15,20,1,1208.0,0.5016556291390728
28413,-10,-14,-40,33,10,47,1,47.0,1.0
28414,35,50,26,75,16,35,1,133.0,0.5639097744360902
28415,-19,-20,-28,-77,-114,-44,0,247.0,0.757085020242915
28416,20,-10,20,20,20,70,1,459.0,0.6666666666666666
28417,10,-50,10,-75,-60,-25,0,224.0,0.375
28418,-3,-6,59,1,61,-31,0,448.0,0.5200892857142857
28419,1,-24,-10,50,25,60,0,218.0,0.0963302752293578
28420,-29,-55,-68,0,-3,46,0,246.0,0.7357723577235772
28421,-5,-25,-10,-15,-10,40,1,1702.0,0.6057579318448884
28422,-15,-65,-50,-20,-50,65,0,1066.0,0.6135084427767354
28423,-32,-30,-70,5,-70,17,1,584.0,0.2842465753424658
28424,22,-30,-5,-20,25,75,1,518.0,0.4536679536679537
28425,-10,14,-30,14,-30,-14,0,295.0,0.48813559322033895
28426,-12,-34,-61,6,-61,-3,0,279.0,0.5519713261648745
28427,-12,-36,-12,-24,-15,-55,0,495.0,0.5474747474747474
28428,-5,-25,0,-55,15,15,1,764.0,0.4816753926701571
28429,-10,-15,-50,20,10,10,1,500.0,0.46799999999999997
28430,-44,-22,-72,-18,-68,-51,0,1086.0,0.3839779005524862
28431,15,5,10,0,5,20,1,354.0,1.0
28432,50,26,84,40,22,58,1,141.0,0.20567375886524825
28433,-60,-75,-20,10,-5,40,0,321.0,0.6884735202492211
28434,-9,31,-21,-14,-16,4,1,472.0,0.4533898305084746
28435,-4,-3,-1,-28,-1,-46,0,210.0,0.5523809523809524
28436,14,-30,3,-35,-15,-52,0,861.0,0.4587688734030198
28437,-10,9,-5,-26,-5,5,1,432.0,0.6388888888888888
28438,45,90,95,-5,25,-45,1,482.0,0.4315352697095436
28439,14,5,-90,15,11,55,0,422.0,0.5781990521327014
28440,-10,28,-3,-45,-20,25,1,764.0,0.518324607329843
28441,-15,-15,-45,-30,-45,-30,0,153.0,0.673202614379085
28442,-28,-52,-9,-24,6,-15,0,1702.0,0.3942420681551117
28443,16,-10,40,22,42,15,1,289.0,0.5501730103806228
28444,-36,-47,-61,-47,-61,-19,0,448.0,0.4799107142857143
28445,-24,-31,5,-78,-55,-93,0,20.0,0.2
28446,22,-15,-78,49,-36,84,1,214.0,0.7616822429906542
28447,20,65,25,80,35,40,1,443.0,0.4401805869074492
28448,5,35,45,-5,5,50,1,318.0,0.5094339622641509
28449,35,43,-33,65,55,75,1,286.0,0.7132867132867133
28450,-10,60,-20,90,-70,110,1,811.0,0.5474722564734895
28451,-80,-60,-52,-40,-40,-45,0,321.0,0.3115264797507788
28452,45,45,40,70,80,25,1,1204.0,0.5390365448504983
28453,0,40,13,-5,13,-66,1,218.0,0.9036697247706422
28454,15,27,17,-18,17,-4,0,984.0,0.6006097560975611
28455,-40,-118,-110,-88,-30,-50,0,318.0,0.490566037735849
28456,8,97,32,47,12,37,1,173.0,0.6878612716763006
28457,-14,-16,-56,-96,-26,-70,0,271.0,0.5719557195571956
28458,14,23,-35,53,15,51,1,309.0,0.6375404530744336
28459,-25,-90,-60,-40,-55,0,0,448.0,0.5200892857142857
28460,-60,-25,-35,-35,-45,25,1,365.0,0.6054794520547945
28461,30,30,45,50,25,-55,0,520.0,0.3557692307692308
28462,16,-30,-15,-30,-5,-27,0,571.0,0.4693520140105079
28463,14,-1,0,31,78,25,1,321.0,0.3115264797507788
28464,-16,-9,-25,-31,-40,-72,0,351.0,0.4928774928774929
28465,-20,-45,10,20,-20,-75,0,74.0,1.0
28466,43,-40,-29,-10,1,-40,0,422.0,0.5781990521327014
28467,-55,-70,-6,5,-57,4,1,500.0,0.532
28468,-20,10,12,10,-3,21,1,422.0,0.566350710900474
28469,-40,-79,-35,-14,-28,14,1,236.0,0.6313559322033898
28470,-11,77,52,3,8,36,1,520.0,0.6442307692307693
28471,-26,-21,-37,-21,-47,17,1,682.0,0.6055718475073314
28472,-45,-40,-60,-30,-55,-32,0,472.0,0.4894067796610169
28473,66,31,-20,61,13,9,1,67.0,0.373134328358209
28474,95,-26,-29,11,14,-105,0,708.0,1.0
28475,10,-60,5,-10,-10,-40,0,1066.0,0.38649155722326456
28476,-10,39,-10,75,18,5,1,861.0,0.5412311265969802
28477,-24,14,14,23,13,-38,0,321.0,0.3115264797507788
28478,25,65,20,15,70,0,0,249.0,0.4899598393574297
28479,-4,42,61,-31,-49,-22,0,140.0,0.5928571428571429
28480,5,-22,-37,-47,-42,81,0,547.0,0.2961608775137112
28481,0,16,-25,1,-5,-6,0,386.0,1.0
28482,-25,-35,-45,0,-55,-28,0,153.0,0.32679738562091504
28483,20,10,0,-15,-15,-35,0,124.0,0.4919354838709678
28484,12,25,20,25,20,-17,0,495.0,0.5474747474747474
28485,0,-60,-15,65,45,20,1,354.0,1.0
28486,-54,-93,-100,-60,-50,-40,0,149.0,0.3825503355704698
28487,61,22,-18,69,34,-36,0,77.0,0.2987012987012987
28488,8,17,-3,-13,-3,-22,0,584.0,0.7157534246575342
28489,20,-30,1,100,-30,59,1,179.0,0.6871508379888268
28490,45,55,11,12,20,49,1,984.0,0.6006097560975611
28491,-51,-27,-50,-94,-55,-52,0,1702.0,0.6057579318448884
28492,-19,-64,-165,-7,-50,8,1,274.0,0.5036496350364964
28493,35,20,-5,-75,-10,-15,0,443.0,0.4401805869074492
28494,-25,58,-35,-77,-5,85,1,764.0,0.518324607329843
28495,-20,-37,-42,-82,-42,-61,0,249.0,0.4899598393574297
28496,-30,-39,-3,-7,-17,-24,0,971.0,1.0
28497,5,-9,-15,16,-25,29,1,646.0,0.5758513931888545
28498,31,72,30,20,40,47,1,75.0,1.0
28499,0,23,3,13,3,5,1,518.0,0.4536679536679537
28500,57,34,40,-21,40,40,1,432.0,0.6388888888888888
28501,21,35,51,50,46,32,1,327.0,0.40061162079510704
28502,63,80,32,57,36,23,1,252.0,0.5674603174603174
28503,-31,-28,-9,-10,-49,-48,0,354.0,1.0
28504,-55,-40,-5,-35,-5,-25,0,60.0,0.4
28505,70,100,30,15,5,-20,0,163.0,0.2883435582822086
28506,40,20,95,65,-5,-5,0,971.0,1.0
28507,0,-10,-25,20,-25,55,1,571.0,0.4693520140105079
28508,25,20,-10,51,87,22,1,584.0,0.7157534246575342
28509,-15,-20,-60,-65,-5,-30,0,518.0,0.4536679536679537
28510,-45,-45,-45,-45,-45,-45,0,472.0,0.4533898305084746
28511,-76,-70,-35,-114,-35,-70,0,236.0,0.3686440677966102
28512,-15,-80,-80,-74,-49,-30,0,479.0,0.42588726513569936
28513,-25,-27,-12,-12,-42,-38,0,984.0,0.3993902439024391
28514,-9,31,-31,1,-46,65,1,764.0,0.518324607329843
28515,35,82,68,2,17,-19,0,759.0,0.40974967061923584
28516,15,25,50,40,40,60,1,289.0,0.4498269896193772
28517,-6,10,52,-7,23,-2,0,274.0,0.4963503649635037
28518,-61,-23,-23,8,-2,26,1,1208.0,0.4983443708609272
28519,2,11,-18,23,-16,40,1,520.0,0.3557692307692308
28520,25,-60,30,-80,30,70,0,120.0,0.2416666666666667
28521,40,-10,-20,85,105,45,1,140.0,0.4071428571428571
28522,-60,-80,-80,-25,-60,75,0,335.0,0.5223880597014925
28523,68,67,83,3,17,-23,0,318.0,0.5094339622641509
28524,0,32,15,52,45,20,1,318.0,0.490566037735849
28525,-20,37,33,47,43,-25,0,142.0,0.3309859154929577
28526,-16,-15,75,15,-26,-50,0,116.0,0.3965517241379311
28527,-66,-27,-72,6,-52,-10,0,210.0,0.5523809523809524
28528,-10,-75,-10,-70,-10,-50,0,931.0,0.4156820622986037
28529,-15,-29,-11,-5,0,-40,0,1066.0,0.6135084427767354
28530,-44,-61,-33,-55,-17,-18,0,708.0,1.0
28531,-24,-73,-45,-6,-71,31,1,1702.0,0.6057579318448884
28532,5,73,37,0,-50,-10,0,163.0,0.7116564417177914
28533,40,60,3,5,3,4,0,327.0,0.40061162079510704
28534,-60,-40,10,-50,10,-55,0,123.0,0.5040650406504065
28535,-25,-55,-60,-60,-30,-50,0,149.0,0.5167785234899329
28536,28,35,45,65,30,-59,0,335.0,0.5223880597014925
28537,20,-20,-40,50,15,10,1,473.0,0.733615221987315
28538,-2,26,85,-25,-21,-35,0,141.0,0.20567375886524825
28539,-25,75,165,-50,-50,-10,0,67.0,0.6268656716417911
28540,-15,-40,-35,35,5,0,0,764.0,0.518324607329843
28541,21,-2,41,50,51,-21,0,931.0,0.5843179377013964
28542,25,79,45,40,-10,-10,0,931.0,0.4156820622986037
28543,21,-2,12,-33,3,9,1,861.0,0.4587688734030198
28544,30,62,30,30,-15,43,1,1208.0,0.5016556291390728
28545,-43,57,-17,79,-11,-24,0,120.0,0.7583333333333333
28546,-6,8,-67,33,-35,-18,0,759.0,0.5902503293807642
28547,-20,-30,-55,20,-30,-70,0,365.0,0.3945205479452055
28548,10,37,7,37,32,46,1,713.0,0.6984572230014026
28549,30,81,59,24,66,100,1,495.0,0.4525252525252526
28550,1,-21,-25,-9,-20,-1,0,484.0,0.493801652892562
28551,-70,-25,-30,-25,-30,60,1,811.0,0.5474722564734895
28552,20,10,0,0,10,20,1,179.0,0.4804469273743017
28553,7,60,28,-20,8,-12,0,342.0,0.716374269005848
28554,5,55,70,30,0,-32,0,422.0,0.4218009478672986
28555,6,-38,-23,7,0,18,1,1208.0,0.4983443708609272
28556,-10,-17,-45,-47,-45,-66,0,244.0,0.5819672131147541
28557,65,60,0,-50,-20,5,1,62.0,0.6612903225806451
28558,-5,0,-15,8,-30,-30,0,971.0,1.0
28559,10,45,43,15,13,-15,0,309.0,0.6375404530744336
28560,35,40,35,115,55,30,1,479.0,0.5741127348643006
28561,-2,-4,-25,41,-25,5,1,432.0,0.3611111111111111
28562,15,-15,25,10,15,-30,0,632.0,0.6265822784810127
28563,-10,15,67,20,32,-9,0,134.0,1.0
28564,41,30,40,40,50,15,1,547.0,0.2961608775137112
28565,-20,-60,-35,-15,-80,15,1,61.0,0.7213114754098361
28566,-35,15,-5,-60,-10,60,1,270.0,0.3888888888888889
28567,15,-5,-35,13,-25,10,1,497.0,0.6177062374245473
28568,-25,65,-10,-5,-50,0,0,309.0,0.3624595469255664
28569,-15,-55,-19,35,16,40,1,422.0,0.4336492890995261
28570,20,30,60,0,40,-45,0,646.0,0.5758513931888545
28571,17,-17,-18,16,2,51,1,210.0,0.5523809523809524
28572,25,-2,-47,-2,-47,-40,0,270.0,0.3888888888888889
28573,-47,-100,47,40,57,28,1,286.0,0.7132867132867133
28574,10,8,-23,-12,-23,65,0,131.0,0.13740458015267176
28575,20,62,10,15,0,78,1,500.0,0.532
28576,2,39,33,67,73,9,1,861.0,0.5412311265969802
28577,19,-8,-23,-80,-49,-44,0,971.0,1.0
28578,20,0,85,55,-15,-83,0,1208.0,0.5016556291390728
28579,40,82,40,70,10,78,1,342.0,0.716374269005848
28580,-72,4,-3,-40,-50,-12,0,759.0,0.40974967061923584
28581,22,-15,15,-95,-40,-30,0,1086.0,0.3839779005524862
28582,25,-19,-10,-64,-45,-27,0,571.0,0.5306479859894921
28583,-32,-75,-80,-9,-46,-13,0,24.0,0.6666666666666666
28584,0,-38,-2,-25,0,-15,0,445.0,0.5280898876404494
28585,-9,-6,12,-6,12,21,1,1702.0,0.3942420681551117
28586,10,-15,-105,10,-60,55,1,759.0,0.5902503293807642
28587,35,-58,-35,48,50,35,1,1204.0,0.4609634551495017
28588,-55,-35,-15,-65,-20,-5,0,1702.0,0.3942420681551117
28589,15,15,15,65,35,-20,0,811.0,0.5474722564734895
28590,-40,-15,-70,20,-130,55,1,224.0,0.625
28591,-21,62,-12,-14,44,-41,0,215.0,1.0
28592,-20,10,70,-65,-41,-86,0,21.0,0.14285714285714285
28593,0,40,-28,-70,3,-10,0,179.0,0.3128491620111732
28594,-10,-30,-15,0,50,30,1,971.0,1.0
28595,25,30,5,-35,15,-27,0,571.0,0.5306479859894921
28596,2,0,-2,-20,-5,30,1,708.0,1.0
28597,45,-7,-27,73,38,51,1,1208.0,0.4983443708609272
28598,-29,1,-81,-14,-66,55,0,482.0,0.4315352697095436
28599,15,40,0,10,25,40,1,759.0,0.40974967061923584
28600,-20,-24,-6,-25,5,-20,0,365.0,0.6054794520547945
28601,61,165,50,129,75,95,1,646.0,0.5758513931888545
28602,14,70,-15,-2,-7,-105,1,289.0,0.4498269896193772
28603,16,17,7,10,5,45,1,201.0,0.27860696517412936
28604,-25,-20,-35,-73,-35,-35,0,472.0,0.4533898305084746
28605,45,77,99,4,-19,3,1,295.0,0.511864406779661
28606,-11,-32,6,-52,6,14,1,811.0,0.5474722564734895
28607,-10,15,-25,5,-25,-35,0,179.0,0.4804469273743017
28608,-8,23,0,42,-5,82,1,132.0,0.8181818181818182
28609,-28,-13,28,19,39,-34,0,301.0,0.43521594684385373
28610,17,0,-18,-10,-28,-15,0,324.0,0.4660493827160494
28611,30,35,30,25,15,75,1,432.0,0.3611111111111111
28612,10,15,2,90,30,23,1,861.0,0.5412311265969802
28613,5,15,-10,35,0,5,1,443.0,0.4401805869074492
28614,-55,-60,-90,-70,-50,-25,0,153.0,0.673202614379085
28615,35,30,23,45,23,56,1,179.0,0.6871508379888268
28616,-25,-80,-130,5,-10,-5,0,279.0,0.5519713261648745
28617,-44,70,0,34,0,40,1,289.0,0.5501730103806228
28618,25,30,15,0,20,-5,0,759.0,0.40974967061923584
28619,4,30,32,30,32,-14,0,354.0,1.0
28620,20,75,30,52,35,25,1,759.0,0.40974967061923584
28621,20,-5,80,30,5,-40,0,482.0,0.4315352697095436
28622,0,-50,-10,-15,10,65,0,473.0,0.733615221987315
28623,-3,-26,-45,14,35,5,1,196.0,0.3163265306122449
28624,-15,25,-3,-15,-20,-12,0,327.0,0.40061162079510704
28625,13,51,0,-9,-20,15,1,194.0,0.6082474226804123
28626,-9,-10,-7,-43,-28,22,1,354.0,1.0
28627,-39,-48,-40,-100,-55,-48,0,497.0,0.3822937625754527
28628,24,11,-7,31,-7,-27,0,708.0,1.0
28629,-5,20,20,-25,10,0,0,274.0,0.4963503649635037
28630,5,52,4,27,9,17,1,35.0,0.6
28631,55,55,-10,45,10,49,1,1204.0,0.5390365448504983
28632,-25,-30,30,10,-15,20,1,445.0,0.5280898876404494
28633,15,-15,55,5,5,-45,1,422.0,0.4218009478672986
28634,-10,25,116,15,106,-20,0,158.0,0.4493670886075949
28635,-25,22,-10,-63,47,-14,0,472.0,0.4533898305084746
28636,-26,-60,-25,-30,-34,10,1,931.0,0.4156820622986037
28637,90,15,51,40,51,13,0,484.0,0.506198347107438
28638,-24,-43,-24,-48,11,19,1,931.0,0.4156820622986037
28639,-25,-30,-65,30,-25,-20,0,218.0,0.0963302752293578
28640,40,-33,60,95,60,10,1,215.0,1.0
28641,25,-15,35,-10,-10,-25,0,473.0,0.266384778012685
28642,-13,-34,-8,-15,-15,-35,0,448.0,0.5200892857142857
28643,67,-5,27,75,25,-8,0,289.0,0.5501730103806228
28644,-9,-1,37,61,52,45,1,214.0,0.7616822429906542
28645,0,20,0,-35,0,5,0,484.0,0.493801652892562
28646,10,-85,-45,5,-15,-60,0,276.0,0.463768115942029
28647,-40,-120,-59,-15,-20,4,1,1204.0,0.4609634551495017
28648,-10,-37,-67,38,-17,76,0,358.0,0.6033519553072626
28649,0,45,-20,-65,-30,-35,0,157.0,1.0
28650,-45,-45,-50,-110,-80,-10,0,479.0,0.42588726513569936
28651,15,2,67,47,-8,-4,0,354.0,1.0
28652,-10,-45,-10,70,0,10,1,270.0,0.43703703703703706
28653,19,14,18,25,30,8,1,327.0,0.40061162079510704
28654,15,32,13,5,20,15,1,632.0,0.3734177215189873
28655,50,-30,-70,-52,-98,-24,1,432.0,0.6388888888888888
28656,-3,-10,-2,-11,-12,33,1,133.0,0.5639097744360902
28657,10,60,40,-40,-15,-85,0,286.0,0.2867132867132867
28658,-50,-78,38,-78,8,-70,0,182.0,0.510989010989011
28659,45,118,50,118,40,75,1,313.0,0.6900958466453674
28660,-1,-50,-83,-13,-58,35,1,422.0,0.5781990521327014
28661,-50,-58,-25,-50,-35,-5,0,599.0,0.330550918196995
28662,25,90,10,90,35,20,1,764.0,0.4816753926701571
28663,-43,-25,-35,-20,-15,-7,0,123.0,0.3252032520325203
28664,15,56,10,21,10,24,1,386.0,1.0
28665,2,22,27,-38,27,-53,0,313.0,0.6900958466453674
28666,-27,-85,10,15,20,52,0,182.0,0.489010989010989
28667,22,-4,10,0,0,21,1,479.0,0.42588726513569936
28668,-40,19,-40,20,-22,5,1,861.0,0.5412311265969802
28669,-52,-110,-60,-25,-60,-110,0,445.0,0.6292134831460674
28670,-11,7,-15,-35,-50,15,1,356.0,0.5449438202247191
28671,22,-1,105,49,-20,-70,1,931.0,0.4156820622986037
28672,-10,0,-14,5,-4,13,1,861.0,0.5412311265969802
28673,11,-55,0,-43,12,30,0,484.0,0.493801652892562
28674,-20,5,2,-15,-25,15,1,203.0,0.7093596059113301
28675,-70,0,-38,0,-53,31,1,520.0,0.6442307692307693
28676,-4,-27,49,25,2,16,1,122.0,0.3770491803278688
28677,50,-17,22,85,-35,40,1,270.0,0.43703703703703706
28678,-30,-25,-25,-20,-25,-35,0,1066.0,0.38649155722326456
28679,5,39,0,20,25,6,1,487.0,0.5420944558521561
28680,-5,55,1,5,7,26,0,484.0,0.506198347107438
28681,10,10,12,0,12,25,1,518.0,0.4536679536679537
28682,11,20,43,58,48,30,1,1702.0,0.3942420681551117
28683,15,25,25,17,25,65,0,445.0,0.4719101123595506
28684,-37,-50,-25,-40,-15,17,1,971.0,1.0
28685,-18,0,-10,-100,-70,-10,0,448.0,0.4799107142857143
28686,-15,59,70,15,45,21,1,984.0,0.3993902439024391
28687,5,7,-40,50,-30,23,1,386.0,1.0
28688,-16,-27,21,1,26,-77,0,1702.0,0.3942420681551117
28689,15,19,30,9,3,23,1,1702.0,0.3942420681551117
28690,-8,-60,10,-20,80,5,1,518.0,0.5463320463320464
28691,-36,-54,-104,21,34,30,1,445.0,0.5280898876404494
28692,30,-20,40,-15,60,25,1,210.0,0.4476190476190477
28693,49,-20,55,10,10,-10,1,289.0,0.5294117647058824
28694,-25,-38,-18,2,17,-36,0,354.0,1.0
28695,-10,-15,5,-35,-45,-35,0,1204.0,0.4609634551495017
28696,25,9,30,-20,0,-29,0,201.0,0.27860696517412936
28697,80,0,-25,80,60,-10,0,1086.0,0.6160220994475138
28698,-20,-11,45,49,15,-63,0,1702.0,0.3942420681551117
28699,45,26,31,33,43,14,1,74.0,1.0
28700,-34,-60,-10,-30,-35,-36,0,1066.0,0.38649155722326456
28701,66,85,55,80,114,35,1,225.0,0.6711111111111111
28702,18,19,8,-6,-11,66,1,547.0,0.7038391224862889
28703,-35,-65,30,10,80,65,0,445.0,0.6292134831460674
28704,24,-8,22,-60,41,6,1,520.0,0.6442307692307693
28705,-61,-48,-11,-48,16,-78,0,179.0,0.4804469273743017
28706,-30,20,30,20,10,25,1,682.0,0.3944281524926686
28707,-25,52,-13,52,-13,49,1,632.0,0.6265822784810127
28708,-32,-44,-12,-3,1,22,1,443.0,0.5598194130925508
28709,-7,-40,-23,15,-30,-65,0,682.0,0.6055718475073314
28710,-45,-60,-30,35,-25,-35,0,484.0,0.506198347107438
28711,-55,-50,-35,-75,-75,-60,0,1208.0,0.4983443708609272
28712,15,32,1,50,11,-5,0,861.0,0.5412311265969802
28713,-17,-14,-5,22,-1,29,1,584.0,0.2842465753424658
28714,5,-37,-35,35,-15,53,1,764.0,0.518324607329843
28715,-18,10,32,37,9,-13,0,520.0,0.3557692307692308
28716,-41,19,41,9,41,51,1,1702.0,0.3942420681551117
28717,-19,-39,60,30,-10,-35,0,266.0,0.5187969924812029
28718,18,40,15,0,-5,12,1,584.0,0.7157534246575342
28719,5,-5,-5,30,-20,-25,0,318.0,0.490566037735849
28720,15,37,-8,-8,32,11,1,1204.0,0.4609634551495017
28721,-14,-29,45,-10,-5,40,1,72.0,1.0
28722,-5,20,-11,5,-1,-5,0,676.0,0.6183431952662722
28723,35,85,-10,-65,-30,25,1,358.0,0.6033519553072626
28724,-40,-13,-27,-60,-85,-40,0,518.0,0.4536679536679537
28725,20,10,105,15,5,-30,0,116.0,0.3965517241379311
28726,10,25,10,-25,-15,-35,0,500.0,0.532
28727,-25,-55,-20,-45,-10,-10,0,547.0,0.7038391224862889
28728,-10,20,0,50,20,0,0,1208.0,0.5016556291390728
28729,-38,-40,-50,-65,-40,-52,0,252.0,0.43253968253968256
28730,25,75,20,65,20,15,1,459.0,0.6666666666666666
28731,-25,-88,-33,-30,-55,-109,0,194.0,0.6082474226804123
28732,90,52,75,57,30,48,1,289.0,0.4498269896193772
28733,55,58,-30,5,20,-20,0,931.0,0.5843179377013964
28734,27,29,22,78,59,73,1,676.0,0.6183431952662722
