,dif_hp,dif_atk,dif_def,dif_spatk,dif_spdef,dif_sp
24128,18,5,109,-25,-22,-45
24129,0,-45,-65,-20,35,20
24130,26,102,64,17,9,-14
24131,-5,-70,60,-70,-20,-60
24132,-10,-10,-25,-25,25,35
24133,39,74,-40,-25,0,25
24134,-5,57,25,13,-15,-15
24135,120,-25,-46,65,29,30
24136,-15,10,5,-20,-25,25
24137,-15,-21,-20,-30,-20,1
24138,-9,-45,43,10,-32,14
24139,-18,-7,-20,-23,5,-16
24140,-6,-62,-20,0,5,-22
24141,-40,-10,-39,-9,-3,52
24142,35,25,30,50,25,-13
24143,19,38,60,20,10,0
24144,-6,-52,-85,-50,-86,-7
24145,2,2,13,69,54,56
24146,5,55,70,-35,15,-45
24147,34,21,3,21,3,-16
24148,20,-10,11,-10,11,-10
24149,0,45,-30,25,-30,45
24150,40,45,-25,100,60,105
24151,-66,-7,-61,3,-51,-19
24152,-10,7,17,7,37,25
24153,5,20,5,45,5,-5
24154,-67,-135,-18,-35,-8,12
24155,-20,-29,17,26,24,27
24156,-12,-35,-67,-47,23,-10
24157,-5,-15,15,-5,15,0
24158,-60,-55,-45,0,-15,20
24159,-7,1,-17,-19,-24,-100
24160,-7,-1,-47,-58,-47,-60
24161,15,-25,-130,20,5,15
24162,21,-14,46,71,-24,20
24163,-10,-75,-13,0,-75,-31
24164,30,55,45,65,75,15
24165,3,25,13,20,20,-17
24166,10,10,-54,-25,-4,55
24167,10,4,-30,29,-60,7
24168,-50,-8,-35,-8,-80,-2
24169,24,-32,15,15,25,3
24170,-15,-120,0,-95,15,-15
24171,17,-42,46,-6,37,-16
24172,5,-7,-20,-37,-15,-43
24173,17,-48,-24,42,-55,38
24174,-21,-52,25,-15,-25,-62
24175,-20,-56,-28,-30,-40,-51
24176,-14,2,-63,-23,-5,68
24177,-11,-55,-15,-95,-75,-55
24178,-25,-70,-40,-25,-50,-20
24179,-27,13,13,-19,-3,4
24180,5,40,-5,7,-10,70
24181,7,32,20,8,25,28
24182,10,-70,-25,16,36,25
24183,-57,-64,-47,-76,-34,-13
24184,18,22,-15,54,32,64
24185,35,50,85,-20,35,30
24186,-54,-93,-80,-80,-60,-40
24187,95,20,15,-55,-40,-5
24188,-25,-6,-7,30,3,62
24189,-21,-90,-46,-98,-33,-27
24190,-37,-7,-23,-24,-24,29
24191,-10,10,-10,-10,-50,-35
24192,46,41,56,-4,-14,-10
24193,30,60,20,25,40,80
24194,0,41,-5,6,-5,24
24195,45,55,-5,15,0,28
24196,10,30,50,-15,-55,-25
24197,35,45,100,-2,0,-20
24198,-35,-100,36,5,20,-41
24199,30,56,95,56,25,-16
24200,45,70,10,25,10,35
24201,30,72,36,49,38,10
24202,-10,-50,-14,-40,-54,-65
24203,-63,-86,-40,-86,-40,-40
24204,34,40,53,90,53,49
24205,40,-2,-125,-15,10,-15
24206,8,66,34,61,-16,37
24207,-46,-15,-20,-25,-20,6
24208,-25,-65,-90,-10,-50,-10
24209,0,15,10,10,50,-27
24210,-35,-3,-15,-48,-70,-20
24211,-58,34,0,-66,17,11
24212,-35,-20,10,-25,-15,-35
24213,-45,-39,47,16,44,-38
24214,30,30,40,60,80,60
24215,55,45,-20,20,-45,25
24216,33,27,18,77,17,77
24217,-48,33,38,11,13,22
24218,-39,-22,-5,-44,-42,-43
24219,-26,-87,-35,5,-10,-12
24220,-3,0,-30,-95,-30,-96
24221,20,14,65,-5,5,-2
24222,-55,-100,-79,-40,-100,-21
24223,-3,-28,-33,4,19,22
24224,64,132,82,59,52,22
24225,5,15,118,0,3,0
24226,55,-17,20,25,30,-13
24227,10,10,14,44,23,48
24228,20,70,53,30,33,35
24229,5,65,25,10,10,60
24230,20,-20,-9,0,-14,-22
24231,5,60,15,-37,-18,-24
24232,50,-25,5,15,45,-58
24233,5,-65,-10,-45,-15,-55
24234,-10,53,-43,8,-43,20
24235,30,55,-166,34,-182,38
24236,9,14,5,47,25,57
24237,-36,64,22,-45,7,106
24238,-1,22,34,44,29,87
24239,20,15,-5,0,-15,-10
24240,89,-30,15,10,10,0
24241,15,5,20,-15,30,40
24242,-10,25,-9,15,-34,8
24243,10,40,160,-20,25,-10
24244,20,15,30,-10,50,75
24245,-40,0,50,-10,-20,-5
24246,32,0,0,-11,-1,-45
24247,-12,-12,78,40,50,-26
24248,-10,13,-12,13,-12,29
24249,-5,-11,35,-8,-5,-2
24250,25,-30,30,30,-10,-30
24251,55,65,55,38,47,65
24252,3,6,32,26,32,86
24253,7,42,58,9,-1,-54
24254,30,-30,8,10,45,-33
24255,10,45,35,-5,-5,20
24256,45,45,10,-10,-10,25
24257,34,3,22,64,16,68
24258,-77,-4,0,21,-45,55
24259,54,41,-87,41,-77,18
24260,-26,21,5,-46,-55,-34
24261,-10,-25,40,-20,10,-40
24262,20,-23,15,-23,25,5
24263,-41,19,41,9,41,51
24264,-32,-20,-30,-40,-30,-43
24265,20,12,-4,20,35,71
24266,20,-7,8,5,10,-26
24267,50,5,-10,40,10,15
24268,-17,-15,-8,-3,-4,-42
24269,80,100,30,-35,0,5
24270,4,23,25,45,15,28
24271,-21,-86,-3,-30,-10,-125
24272,10,36,10,40,12,-9
24273,-21,-47,-9,-42,16,49
24274,15,15,-2,70,33,65
24275,-5,-15,-60,12,-52,-10
24276,-20,3,115,5,-10,-28
24277,-10,-135,-85,-45,-45,-30
24278,30,55,35,55,20,35
24279,-55,-15,100,-10,5,30
24280,-2,0,-50,55,5,0
24281,0,0,3,-13,0,26
24282,200,-48,-43,-18,57,-14
24283,-55,-45,-41,-25,-21,-8
24284,-5,0,40,-25,-15,-40
24285,15,27,17,-18,17,-4
24286,75,0,40,-15,40,35
24287,36,-5,14,45,27,73
24288,-51,-2,88,-29,71,61
24289,-48,15,-76,-40,-86,30
24290,-35,-30,-56,5,9,17
24291,40,41,15,21,-5,64
24292,-51,-104,-50,-55,-15,-26
24293,-5,-30,-51,-30,-25,-35
24294,-30,-60,90,-30,-10,-50
24295,37,60,32,60,40,33
24296,-35,-70,-73,-67,-55,-35
24297,-35,-35,5,-38,-7,-110
24298,-13,-59,-21,-21,-59,5
24299,-5,18,25,97,20,45
24300,-4,17,13,-22,-25,3
24301,-20,-70,110,-45,110,-45
24302,-5,7,5,10,7,-17
24303,30,-35,5,5,35,-40
24304,0,75,5,55,10,35
24305,-79,-5,-20,-35,-10,90
24306,10,38,3,-5,5,-11
24307,30,-20,60,5,60,5
24308,43,20,35,20,15,-3
24309,-8,22,-13,5,-23,5
24310,55,83,43,88,8,21
24311,-55,-70,-35,-10,-50,-35
24312,40,-80,17,-85,25,-32
24313,-64,-61,-31,-41,-21,-3
24314,45,92,68,62,27,76
24315,30,-15,10,-65,-30,-60
24316,31,-35,5,-3,5,-21
24317,-5,-5,-30,-65,-75,-5
24318,-55,-42,-32,-66,-75,-55
24319,-37,-55,-105,5,-5,10
24320,0,-7,8,-10,10,4
24321,60,42,27,42,42,20
24322,-41,-22,60,-79,60,-58
24323,10,10,35,35,40,10
24324,10,40,25,-30,20,25
24325,-65,-25,-65,0,-45,15
24326,-30,-20,-40,-60,25,-20
24327,-13,5,52,55,57,15
24328,24,52,33,54,52,37
24329,7,21,56,-11,-4,-45
24330,40,45,-15,-25,35,-35
24331,33,20,26,-9,-5,45
24332,-30,45,-12,40,-30,12
24333,-15,-30,-75,35,-5,30
24334,10,11,55,8,35,42
24335,15,-16,0,40,5,-7
24336,8,-35,-24,70,46,-32
24337,25,60,25,30,30,40
24338,5,45,40,-25,-85,-35
24339,58,15,81,-4,55,60
24340,5,61,5,25,45,67
24341,-40,-18,-13,-48,7,19
24342,70,12,-15,-7,10,-80
24343,-45,-75,-20,-15,-5,18
24344,-10,-12,-27,30,20,39
24345,-37,39,31,-27,-13,36
24346,30,25,5,0,25,-40
24347,51,77,43,-28,9,-52
24348,-30,-5,-16,-90,-41,-55
24349,-25,-15,0,-23,0,-30
24350,0,35,50,-25,10,-40
24351,5,-95,-5,-100,-5,-65
24352,-25,-5,30,-25,-33,-22
24353,45,35,75,-40,10,25
24354,-24,-31,-55,-10,0,0
24355,5,25,-80,-40,-85,20
24356,-40,-38,48,-38,18,-80
24357,15,5,-30,5,5,20
24358,-10,30,30,5,20,20
24359,-20,-33,-2,3,-2,-15
24360,-26,-16,-8,-51,-25,-39
24361,110,140,70,55,-15,45
24362,-35,13,56,-10,36,-28
24363,-5,-5,3,-35,-15,-23
24364,-35,-50,35,-15,40,-20
24365,4,15,54,18,45,-12
24366,-30,-55,-20,-5,-15,50
24367,-8,-8,42,8,-2,42
24368,-6,-32,26,43,31,79
24369,-10,17,-30,19,-10,-15
24370,10,-5,-47,0,-2,19
24371,0,55,-10,0,-25,25
24372,-5,8,1,-5,-14,47
24373,-2,60,0,10,60,10
24374,-20,10,-15,20,-30,15
24375,46,42,43,-2,30,3
24376,20,42,57,-20,-50,-29
24377,-4,-5,19,50,29,-36
24378,59,-25,35,140,65,90
24379,-40,5,-25,10,-5,55
24380,-44,-50,-1,-30,-10,-42
24381,-13,-20,-40,-115,-45,-65
24382,-50,-55,-55,-75,-10,0
24383,-15,30,0,44,-6,15
24384,5,14,-5,-30,-15,11
24385,0,35,-90,15,-70,70
24386,-2,15,50,115,50,110
24387,29,1,-12,31,-12,-37
24388,50,24,45,55,45,8
24389,-2,14,-10,4,-10,-15
24390,-5,40,0,4,20,32
24391,25,58,42,53,72,11
24392,-45,-40,-30,-42,-25,-23
24393,15,18,30,26,26,35
24394,-10,-10,-40,-30,-25,25
24395,24,-45,-15,-20,15,-69
24396,20,45,-5,-75,-20,-90
24397,3,-55,-7,8,53,-15
24398,-18,-10,-9,-30,-69,-60
24399,55,-25,-15,-25,15,-40
24400,4,24,63,18,-5,-19
24401,-8,-15,-8,-5,-20,22
24402,-51,-101,-54,-46,-49,-4
24403,-3,30,-1,13,-59,8
24404,25,-47,-10,-15,0,-23
24405,-20,0,-10,-28,-20,-10
24406,3,0,40,-5,-25,-3
24407,-20,-30,-5,-65,-50,-75
24408,3,37,9,-27,-79,10
24409,5,90,55,-25,45,-40
24410,0,-73,-49,-9,-51,-90
24411,1,-22,-8,-15,-10,-10
24412,35,45,5,60,0,55
24413,15,105,-35,30,40,40
24414,9,-82,16,-12,-29,39
24415,40,35,-15,15,-15,42
24416,27,38,27,41,-13,46
24417,-50,-22,-110,-90,-20,12
24418,10,30,15,-35,-5,-10
24419,10,-75,15,10,35,-75
24420,20,10,5,-25,15,-5
24421,-9,-36,-35,1,-15,4
24422,-5,-30,-62,-43,-54,-51
24423,21,-30,6,-15,1,57
24424,-30,-20,25,32,10,0
24425,30,60,40,40,10,0
24426,-10,-56,17,-17,-67,-1
24427,34,18,41,33,11,49
24428,-56,-46,-25,-71,-28,-49
24429,-2,-4,-10,-29,10,50
24430,32,98,30,33,60,19
24431,-10,-25,55,35,-50,-42
24432,-30,35,65,0,-45,-15
24433,-15,-30,-15,-15,-15,0
24434,10,55,35,-35,-60,25
24435,10,22,-9,-20,-29,25
24436,10,-5,2,-50,17,-15
24437,33,52,14,52,18,-45
24438,70,35,15,-30,-50,-20
24439,-60,-10,-25,-20,-10,5
24440,30,45,70,30,-10,5
24441,-60,-88,-35,-37,-7,-73
24442,0,0,-30,-60,-80,0
24443,-115,22,12,22,37,77
24444,46,46,36,61,1,-5
24445,-31,-34,-10,-12,-10,-78
24446,30,65,0,15,20,70
24447,-18,-12,3,-9,0,-19
24448,-45,-42,4,-60,-6,-35
24449,-10,-42,-12,-44,-39,-50
24450,30,40,100,50,35,-36
24451,12,23,-10,42,-10,18
24452,-20,-10,-13,0,-13,2
24453,-60,-15,-65,-5,-55,-16
24454,12,44,45,5,-10,-15
24455,40,40,-30,-25,20,55
24456,-58,-25,-16,-45,25,-26
24457,30,105,39,-25,50,16
24458,-11,-32,52,18,25,32
24459,-12,17,-17,-74,-59,-44
24460,35,55,70,-45,-5,-5
24461,27,-9,20,68,30,34
24462,-10,-58,-13,27,-3,-71
24463,5,-10,40,-15,40,-45
24464,8,24,13,-68,-4,25
24465,-56,-90,-35,-129,-65,-100
24466,-26,30,-30,60,-24,-10
24467,50,75,80,-10,40,-5
24468,0,20,39,-50,70,41
24469,-12,-79,-7,-14,-4,-35
24470,-15,-67,-84,56,154,22
24471,-39,55,-21,23,-23,15
24472,-36,-29,-49,-16,-57,12
24473,20,-23,40,-19,20,-34
24474,-20,-65,-30,-110,-50,-95
24475,32,81,77,23,34,-20
24476,20,20,-100,5,25,5
24477,-27,-15,-28,-75,-78,-14
24478,15,10,30,-35,-5,-40
24479,-24,60,43,-50,-73,-2
24480,-5,26,14,-1,16,30
24481,25,40,38,55,43,-36
24482,-9,24,79,-13,32,21
24483,-11,-15,38,-80,1,-67
24484,25,-5,-60,-10,-65,-50
24485,27,-28,-10,2,30,5
24486,35,65,35,-50,0,-2
24487,16,32,33,-28,9,-27
24488,-34,-16,-13,-80,-45,-50
24489,-38,45,-26,0,-16,45
24490,-15,75,75,-60,-40,-15
24491,55,75,-12,-50,-42,-41
24492,-18,-24,-23,-30,35,-10
24493,-50,-25,-25,-25,-45,0
24494,-35,25,-40,-60,-170,0
24495,-9,-31,-18,-56,-6,50
24496,-40,-10,5,-5,10,35
24497,40,35,55,80,90,55
24498,-70,-70,0,-20,100,-40
24499,-45,-45,-30,-45,-70,-35
24500,-20,25,0,-55,-25,35
24501,-45,-84,-77,-30,-30,-41
24502,17,24,31,44,81,-22
24503,5,-55,-130,-20,40,-30
24504,-5,-56,-27,-10,10,25
24505,8,13,40,66,51,36
24506,-4,38,35,50,20,11
24507,-35,-55,-60,-90,-20,-20
24508,45,-60,5,0,25,-5
24509,-15,20,20,10,-95,10
24510,-35,-70,-85,-35,-5,5
24511,-55,-45,80,10,-20,-60
24512,-30,-60,-196,-15,-61,15
24513,5,-23,-12,-58,-22,-47
24514,-30,-60,-10,-5,-30,-100
24515,-10,0,-30,10,50,-20
24516,-65,-70,-50,-85,-25,0
24517,-47,-85,-40,-65,30,-48
24518,10,-45,-45,-5,-5,-5
24519,20,15,40,50,35,32
24520,37,40,-2,-35,0,3
24521,-34,-25,-20,-89,-20,-72
24522,71,30,35,82,70,-6
24523,-54,8,-12,52,37,-26
24524,30,-10,-20,-15,20,25
24525,-30,-20,-55,-30,-40,15
24526,-39,-33,-40,-30,-40,-80
24527,25,-40,-20,-30,0,-71
24528,-10,20,-12,-40,-42,-30
24529,-21,-63,-62,-5,-20,-15
24530,-72,-5,6,-83,-9,-19
24531,25,-50,-35,20,15,25
24532,14,24,14,-16,44,5
24533,-23,-15,-30,-52,-28,10
24534,-6,-87,-54,-12,-9,34
24535,27,-18,-32,-18,-2,-7
24536,5,0,5,-75,-40,-40
24537,105,-43,-6,-12,3,-57
24538,-18,0,11,-13,4,-25
24539,50,45,46,30,46,5
24540,-150,-3,-28,22,-28,52
24541,-25,-36,25,-6,-5,-48
24542,-50,-40,-55,5,-20,50
24543,11,-28,-45,-45,-15,-8
24544,-90,-40,-70,-60,-70,-15
24545,-5,-59,-71,-15,-41,14
24546,-86,-102,-50,-102,-53,-63
24547,-17,-50,-61,-40,-37,-45
24548,10,15,-24,-30,-45,14
24549,10,93,-80,93,-68,82
24550,-40,-15,-25,-20,-25,-40
24551,60,42,85,48,65,20
24552,-18,51,49,4,-6,26
24553,-19,-35,0,60,5,9
24554,45,33,0,39,4,-35
24555,-34,20,35,20,25,50
24556,-13,-5,-51,-35,-25,5
24557,-1,-5,22,23,18,-12
24558,35,-33,12,27,22,-71
24559,30,45,25,70,25,20
24560,20,10,40,-30,45,-40
24561,-105,-27,26,-50,6,-38
24562,-30,-75,75,10,55,-35
24563,-11,33,-20,33,-45,-4
24564,39,75,-60,65,-70,51
24565,-50,-30,20,-40,20,-45
24566,-11,-24,9,-45,-8,-50
24567,-20,-44,12,-54,12,-1
24568,18,25,-42,43,63,25
24569,20,30,30,10,0,30
24570,10,5,5,-10,45,10
24571,-13,-50,-23,4,19,64
24572,-11,-6,0,0,15,0
24573,-10,15,15,40,40,65
24574,-46,-53,-33,-30,-43,-37
24575,-73,-5,28,-2,9,112
24576,25,20,10,62,63,14
24577,11,-29,-17,-29,-17,-17
24578,12,27,8,37,13,27
24579,-20,-35,10,15,-20,-30
24580,-7,-85,-55,60,-45,-10
24581,-22,22,18,-23,-87,-57
24582,52,-31,-39,28,23,-49
24583,15,40,15,-20,25,-40
24584,0,85,-57,45,-57,64
24585,-19,-53,10,-62,0,-51
24586,-41,30,115,-52,-30,1
24587,-49,-46,-44,-76,-47,-34
24588,27,84,20,45,-5,40
24589,-24,-33,-17,-38,-12,9
24590,-26,73,0,1,-2,15
24591,40,47,6,50,16,41
24592,20,115,115,105,55,90
24593,63,76,40,126,50,40
24594,-55,-35,-30,-70,-80,0
24595,25,0,-5,35,45,15
24596,30,-50,-55,5,-25,-42
24597,-46,57,42,-32,-37,16
24598,20,7,15,30,20,8
24599,-5,45,50,-40,-20,-10
24600,85,90,40,115,45,-5
24601,-1,30,-25,95,50,86
24602,-8,-56,6,-35,23,-35
24603,35,22,58,-35,-25,-70
24604,31,-7,30,-11,-26,-9
24605,-60,-105,-75,-30,-55,0
24606,20,50,-40,-10,20,40
24607,-3,-31,-27,-21,-35,-65
24608,-29,23,-5,4,-18,93
24609,-5,25,-5,-40,-15,0
24610,2,45,-51,-15,-26,0
24611,7,-18,-10,-30,3,-62
24612,5,-15,10,30,-80,-15
24613,15,-40,-108,-2,-5,4
24614,-28,-23,53,49,14,-39
24615,61,45,47,100,67,20
24616,-25,-19,-50,0,10,57
24617,-27,-13,-30,-17,-17,-38
24618,26,102,64,17,9,-14
24619,4,8,-46,28,-11,-4
24620,5,1,-9,-1,-3,23
24621,10,0,-45,-45,55,50
24622,10,-40,-40,-65,-65,-65
24623,-30,-50,-35,-120,-20,50
24624,-3,40,0,-50,-40,-62
24625,10,0,30,55,35,-10
24626,36,-24,-64,16,-94,45
24627,-65,-110,-55,-100,10,-25
24628,-30,10,-30,-52,-38,-25
24629,-2,5,-35,5,-35,-20
24630,40,35,20,-5,10,35
24631,10,32,45,-37,15,41
24632,20,-30,-45,-50,10,-95
24633,-15,5,40,-45,-55,-15
24634,-49,9,1,19,-14,83
24635,-7,50,10,-40,30,50
24636,64,-25,20,20,20,50
24637,80,40,-5,-15,50,35
24638,-10,30,70,25,5,-10
24639,42,50,-5,25,15,50
24640,-30,-50,-60,-70,-30,-40
24641,-8,-39,-30,-35,-10,-65
24642,-30,-50,-78,-60,-73,-4
24643,-40,-73,75,-7,75,-20
24644,-25,-55,-55,-75,-75,-5
24645,-16,-16,-9,-1,11,-24
24646,-5,14,-7,40,23,-8
24647,21,68,21,-25,-15,22
24648,5,20,7,10,12,8
24649,15,-27,4,-40,-1,-20
24650,55,5,-50,-70,-45,-105
24651,0,23,-3,5,-20,-5
24652,-70,-75,-30,-19,-34,-18
24653,65,74,0,51,0,20
24654,-45,-115,-90,-45,20,-5
24655,24,-25,50,100,0,-44
24656,33,77,13,1,43,32
24657,46,110,5,84,15,80
24658,23,30,17,80,45,45
24659,-21,-33,-60,-26,-18,-2
24660,-70,-80,-90,15,-5,5
24661,6,87,-40,-50,0,87
24662,12,-27,31,-11,27,9
24663,4,-22,12,-20,15,32
24664,15,-10,-100,75,-90,-20
24665,-5,-10,130,0,15,10
24666,-16,-12,-1,-24,4,-53
24667,16,-30,-35,32,-38,61
24668,30,30,100,5,50,-5
24669,20,-15,0,-5,0,-65
24670,24,0,20,-15,30,21
24671,-40,-10,-82,-70,-62,9
24672,-9,27,29,-48,-16,-19
24673,30,35,-5,5,-5,95
24674,22,-1,35,49,35,40
24675,82,-5,0,-95,-35,-56
24676,10,30,70,10,-20,5
24677,-47,-70,-15,-58,-25,-80
24678,-25,-39,-43,-2,7,42
24679,-22,-15,-28,47,16,33
24680,-70,-20,35,-20,55,5
24681,15,87,5,123,55,-5
24682,25,27,139,29,1,-22
24683,20,-35,20,40,30,0
24684,-20,-90,-15,40,5,-40
24685,25,90,15,62,15,60
24686,-30,-85,-50,-5,-35,20
24687,41,21,19,66,16,43
24688,7,51,29,-1,-46,-9
24689,-5,-25,2,-20,-8,-20
24690,-40,-95,-20,-25,-35,-65
24691,-13,-20,20,0,20,-60
24692,15,5,-35,-5,-35,-5
24693,28,9,-39,1,1,9
24694,-18,-33,-25,-50,-25,-30
24695,-7,-24,-82,3,-35,-49
24696,4,44,101,-41,-19,-85
24697,-3,-82,-13,72,33,8
24698,8,25,5,85,55,45
24699,20,50,60,25,45,-5
24700,20,50,15,-40,15,0
24701,20,27,30,37,5,61
24702,-10,20,35,-20,10,-25
24703,15,15,68,-40,13,-26
24704,41,30,57,23,50,15
24705,9,15,37,19,39,-2
24706,-5,-35,-12,-25,-27,-28
24707,-40,-65,-25,-30,-15,-20
24708,0,30,20,30,40,75
24709,3,-11,-29,11,19,-55
24710,-15,-15,-60,65,15,-20
24711,21,57,38,-10,18,-9
24712,30,52,15,52,25,25
24713,35,48,-27,68,8,36
24714,50,110,55,60,25,65
24715,-23,-40,-12,-49,-35,-42
24716,-5,4,45,34,15,2
24717,-35,-45,-30,-50,-65,45
24718,-44,9,57,-41,-13,-28
24719,7,-15,70,60,-5,18
24720,0,-20,-10,25,5,-35
24721,62,20,-5,5,15,20
24722,5,-7,135,-25,10,-68
24723,44,10,-10,-50,0,-105
24724,15,0,-55,15,-30,-25
24725,-15,-60,-55,-30,-10,-40
24726,12,-26,41,-91,31,-72
24727,40,60,74,20,34,52
24728,35,26,28,0,8,-30
24729,17,-14,-52,17,12,6
24730,-23,-50,47,45,47,-4
24731,50,65,-45,-5,-5,80
24732,20,32,-5,24,-25,-50
24733,-5,-15,-5,-35,-55,10
24734,-26,6,-2,16,11,-5
24735,52,59,20,40,-5,15
24736,-6,13,35,29,42,52
24737,-10,-45,0,-30,5,-50
24738,6,70,30,-25,20,70
24739,-13,-15,7,-31,0,-35
24740,15,45,67,18,5,44
24741,-30,-47,-3,-47,12,-48
24742,20,-58,-5,10,30,0
24743,-10,-10,-40,0,20,20
24744,14,8,16,43,21,69
24745,-25,-15,4,-21,-42,-59
24746,-30,-30,15,-40,-30,-45
24747,-85,-3,98,-3,63,10
24748,-20,-35,-60,-70,-65,0
24749,20,40,30,-20,25,-35
24750,2,25,17,22,-38,-20
24751,15,67,43,-5,5,-25
24752,20,20,20,-15,20,-5
24753,-90,10,35,-10,35,40
24754,5,-20,50,-25,-15,5
24755,1,4,-68,44,-53,81
24756,9,10,-3,5,48,22
24757,5,28,-17,55,25,39
24758,25,60,-74,15,-68,-4
24759,-22,-15,0,-5,-5,52
24760,-45,-95,-49,-10,-70,-51
24761,-34,-71,-27,-61,-27,-10
24762,32,54,40,4,15,43
24763,2,-57,-40,-45,-10,-10
24764,63,40,42,104,30,92
24765,10,20,21,10,21,15
24766,10,45,3,60,-15,12
24767,25,18,77,13,30,-20
24768,5,0,30,45,40,8
24769,-5,-33,20,-33,0,21
24770,6,-25,24,24,24,43
24771,55,35,30,25,25,-30
24772,30,19,30,-15,30,-14
24773,-5,-5,-60,5,-40,-10
24774,-35,-40,-70,-5,-15,-35
24775,-45,-81,-31,0,-20,-10
24776,10,37,-10,8,0,-25
24777,-50,-70,-27,-4,-27,-16
24778,19,20,17,75,77,46
24779,-10,-20,-26,45,-2,39
24780,-25,-52,-37,50,-25,-46
24781,15,48,45,43,90,46
24782,65,45,35,-30,35,20
24783,-39,-28,-68,-55,5,15
24784,-31,-40,78,-40,21,-48
24785,2,19,61,8,43,-10
24786,-20,-50,-95,15,-80,60
24787,-15,-38,25,-23,20,-19
24788,-61,75,30,-57,-45,46
24789,-30,-10,-18,-5,2,40
24790,-28,-85,-45,25,5,-25
24791,32,80,40,80,40,50
24792,50,30,50,50,50,60
24793,-10,0,83,0,73,-71
24794,-25,-70,-20,70,-30,-30
24795,-15,-25,-11,-5,-1,12
24796,0,-60,-50,-80,-24,0
24797,35,-110,-15,-40,5,-30
24798,26,45,58,50,40,16
24799,-11,5,45,-5,9,15
24800,-25,-83,-45,-23,-10,9
24801,-14,-68,35,99,35,13
24802,-15,39,51,-5,21,-34
24803,-47,15,-27,-10,-15,8
24804,-60,-30,-18,-10,2,30
24805,-60,-35,-30,-50,-5,-15
24806,-22,-20,-26,0,10,13
24807,-35,-20,-5,-40,-40,-45
24808,-5,-60,-13,35,-60,-42
24809,32,37,-98,16,3,-27
24810,-21,-64,20,30,-10,-20
24811,-30,63,-7,-18,-63,15
24812,18,-14,21,66,1,13
24813,36,10,40,75,60,4
24814,56,-95,45,-18,47,10
24815,2,-51,1,-1,61,8
24816,20,10,15,19,25,27
24817,-5,-45,5,25,5,-15
24818,21,35,8,-50,-63,-17
24819,-6,72,17,-12,23,91
24820,-35,-30,-25,-20,-5,30
24821,14,-2,33,15,50,15
24822,30,70,40,-15,40,85
24823,-10,5,-40,35,-5,60
24824,-5,-22,-10,3,-15,-5
24825,-8,-40,-5,20,-55,-25
24826,30,88,43,40,55,14
24827,-25,-29,5,21,-40,-1
24828,-20,-80,-70,-15,-5,-10
24829,19,50,135,63,25,6
24830,10,20,-15,5,25,-10
24831,135,-5,-10,-15,0,10
24832,32,50,1,-15,1,35
24833,-30,-50,-73,-20,-5,-27
24834,3,-48,10,-38,-2,8
24835,-21,44,6,-14,21,62
24836,-7,18,-7,-15,33,50
24837,-55,-35,-66,-60,-66,-55
24838,-26,-65,-35,-47,-32,-60
24839,10,4,-24,11,-6,-3
24840,-61,-10,-30,-55,-117,-82
24841,11,-8,-7,28,5,-37
24842,-58,-30,-91,-60,-106,-5
24843,-5,-17,5,15,15,-3
24844,-5,7,-60,-60,-10,-20
24845,-65,-40,-26,-35,-26,22
24846,5,54,5,23,0,62
24847,44,50,35,60,45,46
24848,-20,-15,0,55,0,30
24849,-30,-45,-5,-15,5,10
24850,-40,-50,-60,-15,-25,-5
24851,10,-4,-10,10,30,37
24852,0,53,7,-25,15,65
24853,-9,-96,10,-61,-48,-47
24854,-53,-43,-30,47,-30,69
24855,49,4,33,27,37,10
24856,80,-35,-44,35,-75,-16
24857,-45,-65,-61,-115,-81,-58
24858,45,40,40,25,-20,5
24859,0,-85,10,-20,25,50
24860,50,70,50,44,4,20
24861,27,-29,-12,90,60,52
24862,-50,-63,17,28,30,-42
24863,5,15,5,0,5,20
24864,6,-38,0,84,0,28
24865,20,-5,30,35,65,15
24866,12,30,-13,-67,-24,-8
24867,-177,74,68,34,-50,45
24868,30,25,-30,50,30,120
24869,-5,25,60,-75,-20,0
24870,22,-52,-7,12,-3,3
24871,20,20,-25,60,-10,35
24872,33,45,50,-20,-25,-18
24873,-20,-25,-30,-3,15,-40
24874,-15,-20,23,-10,23,-16
24875,0,40,-10,5,-40,30
24876,40,2,5,33,6,28
24877,15,0,65,25,-20,-25
24878,30,65,40,20,-10,-5
24879,30,64,90,9,20,-38
24880,35,63,33,-22,-7,-4
24881,30,50,70,40,55,35
24882,-2,0,5,-15,0,52
24883,7,20,20,-45,15,8
24884,25,5,-5,35,55,83
24885,-35,-52,-65,-63,-80,-35
24886,10,-25,25,-35,30,-5
24887,-115,-80,0,-30,-45,-55
24888,8,-28,-45,20,9,50
24889,-51,-23,-8,13,23,66
24890,-36,-54,-52,-69,-24,-40
24891,-11,5,41,-21,21,-70
24892,17,-8,-8,10,2,5
24893,-20,15,-35,0,-35,30
24894,0,-65,-20,45,0,10
24895,16,42,23,52,23,67
24896,-15,-20,-25,10,-10,-10
24897,25,-10,10,10,25,-60
24898,55,-10,1,5,-30,14
24899,-16,38,53,13,-30,-38
24900,15,-19,-35,-34,-5,-2
24901,9,-36,-22,36,-24,-89
24902,30,40,35,60,-20,0
24903,-55,-64,-70,-45,-45,-1
24904,-55,-110,-44,30,-10,9
